patcnty1,dsch_yr,disp1,Discharges
Del Norte,2015,Hospice_Care,6
Del Norte,2015,Invalid or Blank,1
Del Norte,2015,Left Against Medical Advice,48
Del Norte,2015,Not_Defined_Elsewhere,2
Del Norte,2015,Prison/Jail,12
Del Norte,2015,Psychiatric_Care,2
Del Norte,2015,Rehab,24
Del Norte,2015,Residential Care facility,1
Del Norte,2015,Routine (Home),1531
Del Norte,2015,Skilled Nursing/Intermediate Care (SN/IC),180
Del Norte,2016,Acute Care,117
Del Norte,2016,Critical Access Hospital,3
Del Norte,2016,Died,54
Del Norte,2016,Home Health Service,229
Del Norte,2016,Hospice_Care,9
Del Norte,2016,Left Against Medical Advice,58
Del Norte,2016,Not_Defined_Elsewhere,2
Del Norte,2016,Prison/Jail,10
Del Norte,2016,Psychiatric_Care,8
Del Norte,2016,Rehab,42
Del Norte,2016,Residential Care facility,5
Del Norte,2016,Routine (Home),1720
Del Norte,2016,Skilled Nursing/Intermediate Care (SN/IC),137
Del Norte,2017,Acute Care,112
Del Norte,2017,Critical Access Hospital,2
Del Norte,2017,Died,63
Del Norte,2017,Home Health Service,271
Del Norte,2017,Hospice_Care,19
Del Norte,2017,Left Against Medical Advice,53
Del Norte,2017,Not_Defined_Elsewhere,5
Del Norte,2017,Prison/Jail,12
Del Norte,2017,Psychiatric_Care,4
Del Norte,2017,Rehab,69
Del Norte,2017,Residential Care facility,6
Del Norte,2017,Routine (Home),1648
Del Norte,2017,Skilled Nursing/Intermediate Care (SN/IC),192
Del Norte,2018,Acute Care,141
Del Norte,2018,Died,57
Del Norte,2018,Home Health Service,277
Del Norte,2018,Hospice_Care,8
Del Norte,2018,Left Against Medical Advice,39
Del Norte,2018,Not_Defined_Elsewhere,1
Del Norte,2018,Prison/Jail,29
Del Norte,2018,Psychiatric_Care,2
Del Norte,2018,Rehab,91
Del Norte,2018,Residential Care facility,12
Del Norte,2018,Routine (Home),1685
Del Norte,2018,Skilled Nursing/Intermediate Care (SN/IC),181
El Dorado,2012,Acute Care at another hospital,508
El Dorado,2012,Acute Care within the admitting hospital,21
El Dorado,2012,Died,360
El Dorado,2012,Home Health Service,1725
El Dorado,2012,Left Against Medical Advice,98
El Dorado,2012,Other,22
El Dorado,2012,Other Care (not SN/IC) at another hospital,129
El Dorado,2012,Other Care with the admitting hospital,42
El Dorado,2012,Prison/Jail,19
El Dorado,2012,Residential Care facility,111
El Dorado,2012,Routine (Home),11960
El Dorado,2012,SN/IC at another facility,1077
El Dorado,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,314
El Dorado,2013,Acute Care at another hospital,519
El Dorado,2013,Acute Care within the admitting hospital,29
El Dorado,2013,Died,320
El Dorado,2013,Home Health Service,1826
El Dorado,2013,Invalid,1
El Dorado,2013,Left Against Medical Advice,131
El Dorado,2013,Other,15
El Dorado,2013,Other Care (not SN/IC) at another hospital,124
El Dorado,2013,Other Care with the admitting hospital,30
El Dorado,2013,Prison/Jail,19
El Dorado,2013,Residential Care facility,112
El Dorado,2013,Routine (Home),11992
El Dorado,2013,SN/IC at another facility,1165
El Dorado,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,293
El Dorado,2014,Acute Care at another hospital,483
El Dorado,2014,Acute Care within the admitting hospital,31
El Dorado,2014,Died,325
El Dorado,2014,Home Health Service,1978
El Dorado,2014,Left Against Medical Advice,96
El Dorado,2014,Other,38
El Dorado,2014,Other Care (not SN/IC) at another hospital,172
El Dorado,2014,Other Care with the admitting hospital,41
El Dorado,2014,Prison/Jail,22
El Dorado,2014,Residential Care facility,105
El Dorado,2014,Routine (Home),11404
El Dorado,2014,SN/IC at another facility,1191
El Dorado,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,389
El Dorado,2015,Acute Care,357
El Dorado,2015,Childrens_or_Cancer,188
El Dorado,2015,Critical Access Hospital,5
El Dorado,2015,Died,365
El Dorado,2015,Home Health Service,1806
El Dorado,2015,Hospice_Care,129
El Dorado,2015,Invalid or Blank,14
El Dorado,2015,Left Against Medical Advice,729
El Dorado,2015,Not_Defined_Elsewhere,17
El Dorado,2015,Other,4
El Dorado,2015,Prison/Jail,20
El Dorado,2015,Psychiatric_Care,32
El Dorado,2015,Rehab,85
El Dorado,2015,Residential Care facility,388
El Dorado,2015,Routine (Home),11473
El Dorado,2015,Skilled Nursing/Intermediate Care (SN/IC),803
El Dorado,2016,Acute Care,593
El Dorado,2016,Childrens_or_Cancer,4
El Dorado,2016,Critical Access Hospital,6
El Dorado,2016,Died,344
El Dorado,2016,Home Health Service,2081
El Dorado,2016,Hospice_Care,259
El Dorado,2016,Left Against Medical Advice,158
El Dorado,2016,Not_Defined_Elsewhere,19
El Dorado,2016,Prison/Jail,21
El Dorado,2016,Psychiatric_Care,53
El Dorado,2016,Rehab,123
El Dorado,2016,Residential Care facility,58
El Dorado,2016,Routine (Home),11641
El Dorado,2016,Skilled Nursing/Intermediate Care (SN/IC),1885
El Dorado,2017,Acute Care,560
El Dorado,2017,Childrens_or_Cancer,5
El Dorado,2017,Critical Access Hospital,8
El Dorado,2017,Died,310
El Dorado,2017,Home Health Service,2366
El Dorado,2017,Hospice_Care,279
El Dorado,2017,Invalid or Blank,10
El Dorado,2017,Left Against Medical Advice,201
El Dorado,2017,Not_Defined_Elsewhere,15
El Dorado,2017,Other,5
El Dorado,2017,Prison/Jail,12
El Dorado,2017,Psychiatric_Care,41
El Dorado,2017,Rehab,107
El Dorado,2017,Residential Care facility,56
El Dorado,2017,Routine (Home),11603
El Dorado,2017,Skilled Nursing/Intermediate Care (SN/IC),1704
El Dorado,2018,Acute Care,616
El Dorado,2018,Childrens_or_Cancer,7
El Dorado,2018,Critical Access Hospital,16
El Dorado,2018,Died,354
El Dorado,2018,Home Health Service,2340
El Dorado,2018,Hospice_Care,280
El Dorado,2018,Left Against Medical Advice,156
El Dorado,2018,Not_Defined_Elsewhere,21
El Dorado,2018,Other,3
El Dorado,2018,Prison/Jail,16
El Dorado,2018,Psychiatric_Care,44
El Dorado,2018,Rehab,142
El Dorado,2018,Residential Care facility,48
El Dorado,2018,Routine (Home),11672
El Dorado,2018,Skilled Nursing/Intermediate Care (SN/IC),1712
Fresno,2012,Acute Care at another hospital,1671
Fresno,2012,Acute Care within the admitting hospital,270
Fresno,2012,Died,2024
Fresno,2012,Home Health Service,7657
Fresno,2012,Invalid,2
Fresno,2012,Left Against Medical Advice,1145
Fresno,2012,Other,53
Fresno,2012,Other Care (not SN/IC) at another hospital,1429
Fresno,2012,Other Care with the admitting hospital,475
Fresno,2012,Prison/Jail,460
Fresno,2012,Residential Care facility,398
Fresno,2012,Routine (Home),83953
Fresno,2012,SN/IC at another facility,5914
Fresno,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,276
Fresno,2013,Acute Care at another hospital,1706
Fresno,2013,Acute Care within the admitting hospital,197
Fresno,2013,Died,2027
Fresno,2013,Home Health Service,9579
Fresno,2013,Invalid,2
Fresno,2013,Left Against Medical Advice,1216
Fresno,2013,Other,206
Fresno,2013,Other Care (not SN/IC) at another hospital,1421
Fresno,2013,Other Care with the admitting hospital,503
Fresno,2013,Prison/Jail,381
Fresno,2013,Residential Care facility,655
Fresno,2013,Routine (Home),80883
Fresno,2013,SN/IC at another facility,5809
Fresno,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,343
Fresno,2014,Acute Care at another hospital,1715
Fresno,2014,Acute Care within the admitting hospital,222
Fresno,2014,Died,1989
Fresno,2014,Home Health Service,9769
Fresno,2014,Invalid,4
Fresno,2014,Left Against Medical Advice,1246
Fresno,2014,Other,174
Fresno,2014,Other Care (not SN/IC) at another hospital,1534
Fresno,2014,Other Care with the admitting hospital,564
Fresno,2014,Prison/Jail,310
Fresno,2014,Residential Care facility,608
Fresno,2014,Routine (Home),79319
Fresno,2014,SN/IC at another facility,5898
Fresno,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,344
Fresno,2015,Acute Care,1605
Fresno,2015,Childrens_or_Cancer,406
Fresno,2015,Critical Access Hospital,1
Fresno,2015,Died,2032
Fresno,2015,Disaster_Care_Site,5
Fresno,2015,Home Health Service,10889
Fresno,2015,Hospice_Care,1167
Fresno,2015,Invalid or Blank,28
Fresno,2015,Left Against Medical Advice,1517
Fresno,2015,Not_Defined_Elsewhere,171
Fresno,2015,Other,104
Fresno,2015,Prison/Jail,262
Fresno,2015,Psychiatric_Care,199
Fresno,2015,Rehab,1463
Fresno,2015,Residential Care facility,232
Fresno,2015,Routine (Home),78255
Fresno,2015,Skilled Nursing/Intermediate Care (SN/IC),6397
Fresno,2016,Acute Care,1524
Fresno,2016,Childrens_or_Cancer,383
Fresno,2016,Critical Access Hospital,31
Fresno,2016,Died,1997
Fresno,2016,Disaster_Care_Site,6
Fresno,2016,Home Health Service,11155
Fresno,2016,Hospice_Care,1209
Fresno,2016,Invalid or Blank,6
Fresno,2016,Left Against Medical Advice,1524
Fresno,2016,Not_Defined_Elsewhere,135
Fresno,2016,Other,112
Fresno,2016,Prison/Jail,410
Fresno,2016,Psychiatric_Care,184
Fresno,2016,Rehab,1637
Fresno,2016,Residential Care facility,215
Fresno,2016,Routine (Home),78191
Fresno,2016,Skilled Nursing/Intermediate Care (SN/IC),6623
Fresno,2017,Acute Care,1527
Fresno,2017,Childrens_or_Cancer,326
Fresno,2017,Critical Access Hospital,50
Fresno,2017,Died,2145
Fresno,2017,Disaster_Care_Site,1
Fresno,2017,Home Health Service,10809
Fresno,2017,Hospice_Care,1233
Fresno,2017,Invalid or Blank,3
Fresno,2017,Left Against Medical Advice,1496
Fresno,2017,Not_Defined_Elsewhere,137
Fresno,2017,Other,151
Fresno,2017,Prison/Jail,372
Fresno,2017,Psychiatric_Care,192
Fresno,2017,Rehab,1646
Fresno,2017,Residential Care facility,288
Fresno,2017,Routine (Home),77356
Fresno,2017,Skilled Nursing/Intermediate Care (SN/IC),6830
Fresno,2018,Acute Care,1698
Fresno,2018,Childrens_or_Cancer,291
Fresno,2018,Critical Access Hospital,46
Fresno,2018,Died,2216
Fresno,2018,Disaster_Care_Site,1
Fresno,2018,Home Health Service,11201
Fresno,2018,Hospice_Care,1151
Fresno,2018,Invalid or Blank,2
Fresno,2018,Left Against Medical Advice,1753
Fresno,2018,Not_Defined_Elsewhere,115
Fresno,2018,Other,124
Fresno,2018,Prison/Jail,310
Fresno,2018,Psychiatric_Care,195
Fresno,2018,Rehab,1541
Fresno,2018,Residential Care facility,334
Fresno,2018,Routine (Home),76135
Fresno,2018,Skilled Nursing/Intermediate Care (SN/IC),6789
Glenn,2012,Acute Care at another hospital,65
Glenn,2012,Acute Care within the admitting hospital,10
Glenn,2012,Died,57
Glenn,2012,Home Health Service,315
Glenn,2012,Left Against Medical Advice,33
Glenn,2012,Other,2
Glenn,2012,Other Care (not SN/IC) at another hospital,6
Glenn,2012,Other Care with the admitting hospital,74
Glenn,2012,Prison/Jail,3
Glenn,2012,Residential Care facility,7
Glenn,2012,Routine (Home),2304
Glenn,2012,SN/IC at another facility,272
Glenn,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,25
Glenn,2013,Acute Care at another hospital,65
Glenn,2013,Acute Care within the admitting hospital,10
Glenn,2013,Died,74
Glenn,2013,Home Health Service,305
Glenn,2013,Left Against Medical Advice,13
Glenn,2013,Other,1
Glenn,2013,Other Care (not SN/IC) at another hospital,13
Glenn,2013,Other Care with the admitting hospital,66
Glenn,2013,Residential Care facility,14
Glenn,2013,Routine (Home),2248
Glenn,2013,SN/IC at another facility,241
Glenn,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,20
Glenn,2014,Acute Care at another hospital,79
Glenn,2014,Acute Care within the admitting hospital,15
Glenn,2014,Died,81
Glenn,2014,Home Health Service,321
Glenn,2014,Invalid,10
Glenn,2014,Left Against Medical Advice,28
Glenn,2014,Other,3
Glenn,2014,Other Care (not SN/IC) at another hospital,14
Glenn,2014,Other Care with the admitting hospital,62
Glenn,2014,Prison/Jail,6
Glenn,2014,Residential Care facility,15
Glenn,2014,Routine (Home),2498
Glenn,2014,SN/IC at another facility,279
Glenn,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,29
Glenn,2015,Acute Care,86
Glenn,2015,Childrens_or_Cancer,2
Glenn,2015,Died,78
Glenn,2015,Home Health Service,404
Glenn,2015,Hospice_Care,27
Glenn,2015,Invalid or Blank,1
Glenn,2015,Left Against Medical Advice,23
Glenn,2015,Not_Defined_Elsewhere,1
Glenn,2015,Prison/Jail,4
Glenn,2015,Psychiatric_Care,6
Glenn,2015,Rehab,64
Glenn,2015,Residential Care facility,7
Glenn,2015,Routine (Home),2269
Glenn,2015,Skilled Nursing/Intermediate Care (SN/IC),307
Glenn,2016,Acute Care,90
Glenn,2016,Childrens_or_Cancer,1
Glenn,2016,Died,47
Glenn,2016,Home Health Service,357
Glenn,2016,Hospice_Care,35
Glenn,2016,Left Against Medical Advice,21
Glenn,2016,Not_Defined_Elsewhere,1
Glenn,2016,Other,2
Glenn,2016,Prison/Jail,2
Glenn,2016,Psychiatric_Care,6
Glenn,2016,Rehab,71
Glenn,2016,Residential Care facility,3
Glenn,2016,Routine (Home),2418
Glenn,2016,Skilled Nursing/Intermediate Care (SN/IC),319
Glenn,2017,Acute Care,71
Glenn,2017,Died,59
Glenn,2017,Home Health Service,428
Glenn,2017,Hospice_Care,25
Glenn,2017,Left Against Medical Advice,35
Glenn,2017,Other,2
Glenn,2017,Psychiatric_Care,5
Glenn,2017,Rehab,66
Glenn,2017,Residential Care facility,6
Glenn,2017,Routine (Home),2338
Glenn,2017,Skilled Nursing/Intermediate Care (SN/IC),301
Glenn,2018,Acute Care,84
Glenn,2018,Died,94
Glenn,2018,Disaster_Care_Site,1
Glenn,2018,Home Health Service,415
Glenn,2018,Hospice_Care,42
Glenn,2018,Left Against Medical Advice,35
Glenn,2018,Other,1
Glenn,2018,Prison/Jail,4
Glenn,2018,Psychiatric_Care,3
Glenn,2018,Rehab,70
Glenn,2018,Residential Care facility,7
Glenn,2018,Routine (Home),2542
Glenn,2018,Skilled Nursing/Intermediate Care (SN/IC),387
Humboldt,2012,Acute Care at another hospital,273
Humboldt,2012,Acute Care within the admitting hospital,12
Humboldt,2012,Died,315
Humboldt,2012,Home Health Service,1204
Humboldt,2012,Left Against Medical Advice,171
Humboldt,2012,Other,2
Humboldt,2012,Other Care (not SN/IC) at another hospital,166
Humboldt,2012,Other Care with the admitting hospital,134
Humboldt,2012,Prison/Jail,13
Humboldt,2012,Residential Care facility,76
Humboldt,2012,Routine (Home),9522
Humboldt,2012,SN/IC at another facility,924
Humboldt,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,76
Humboldt,2013,Acute Care at another hospital,316
Humboldt,2013,Acute Care within the admitting hospital,20
Humboldt,2013,Died,306
Humboldt,2013,Home Health Service,1419
Humboldt,2013,Invalid,1
Humboldt,2013,Left Against Medical Advice,191
Humboldt,2013,Other,12
Humboldt,2013,Other Care (not SN/IC) at another hospital,147
Humboldt,2013,Other Care with the admitting hospital,150
Humboldt,2013,Prison/Jail,21
Humboldt,2013,Residential Care facility,83
Humboldt,2013,Routine (Home),9205
Humboldt,2013,SN/IC at another facility,826
Humboldt,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,46
Humboldt,2014,Acute Care at another hospital,387
Humboldt,2014,Acute Care within the admitting hospital,24
Humboldt,2014,Died,333
Humboldt,2014,Home Health Service,1345
Humboldt,2014,Invalid,1
Humboldt,2014,Left Against Medical Advice,230
Humboldt,2014,Other,14
Humboldt,2014,Other Care (not SN/IC) at another hospital,159
Humboldt,2014,Other Care with the admitting hospital,161
Humboldt,2014,Prison/Jail,23
Humboldt,2014,Residential Care facility,130
Humboldt,2014,Routine (Home),9564
Humboldt,2014,SN/IC at another facility,806
Humboldt,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,44
Humboldt,2015,Acute Care,331
Humboldt,2015,Childrens_or_Cancer,107
Humboldt,2015,Critical Access Hospital,4
Humboldt,2015,Died,316
Humboldt,2015,Home Health Service,1353
Humboldt,2015,Hospice_Care,161
Humboldt,2015,Invalid or Blank,2
Humboldt,2015,Left Against Medical Advice,241
Humboldt,2015,Not_Defined_Elsewhere,17
Humboldt,2015,Other,3
Humboldt,2015,Prison/Jail,27
Humboldt,2015,Psychiatric_Care,38
Humboldt,2015,Rehab,98
Humboldt,2015,Residential Care facility,61
Humboldt,2015,Routine (Home),9546
Humboldt,2015,Skilled Nursing/Intermediate Care (SN/IC),772
Humboldt,2016,Acute Care,474
Humboldt,2016,Childrens_or_Cancer,9
Humboldt,2016,Critical Access Hospital,8
Humboldt,2016,Died,340
Humboldt,2016,Home Health Service,1290
Humboldt,2016,Hospice_Care,180
Humboldt,2016,Left Against Medical Advice,265
Humboldt,2016,Not_Defined_Elsewhere,15
Humboldt,2016,Prison/Jail,21
Humboldt,2016,Psychiatric_Care,58
Humboldt,2016,Rehab,212
Humboldt,2016,Residential Care facility,146
Humboldt,2016,Routine (Home),9974
Humboldt,2016,Skilled Nursing/Intermediate Care (SN/IC),849
Humboldt,2017,Acute Care,509
Humboldt,2017,Childrens_or_Cancer,7
Humboldt,2017,Critical Access Hospital,6
Humboldt,2017,Died,343
Humboldt,2017,Home Health Service,1304
Humboldt,2017,Hospice_Care,166
Humboldt,2017,Invalid or Blank,1
Humboldt,2017,Left Against Medical Advice,202
Humboldt,2017,Not_Defined_Elsewhere,9
Humboldt,2017,Other,1
Humboldt,2017,Prison/Jail,19
Humboldt,2017,Psychiatric_Care,23
Humboldt,2017,Rehab,245
Humboldt,2017,Residential Care facility,120
Humboldt,2017,Routine (Home),9556
Humboldt,2017,Skilled Nursing/Intermediate Care (SN/IC),825
Humboldt,2018,Acute Care,546
Humboldt,2018,Childrens_or_Cancer,4
Humboldt,2018,Critical Access Hospital,3
Humboldt,2018,Died,341
Humboldt,2018,Home Health Service,1235
Humboldt,2018,Hospice_Care,218
Humboldt,2018,Invalid or Blank,1
Humboldt,2018,Left Against Medical Advice,208
